GBE_ID	GBE_short_name	pops	num_pops	gene	num_variants_pav	num_variants_ptv	log_10_BF_study_similar_var_independent_sigma_m_mpc_pli_pav	log_10_BF_study_similar_var_similar_sigma_m_mpc_pli_pav	log_10_BF_study_similar_var_similar_sigma_m_mpc_pli_ptv
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6	ALAS1	15	3.0	5.41	6.03	0.0887
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6	ZPR1	11	5.0	5.43	5.61	-0.0354
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6	GYS2	73	13.0	6.09	1.67	1.03
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6	APOC3	8	2.0	6.61	6.23	-0.038
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6	DGAT2	17	5.0	4.54	5.44	2.32
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6	COQ9	27	9.0	4.31	4.21	5.12
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6	PLIN1	48	5.0	5.28	1.12	1.76
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	IGFALS	33	8.0	76.7	58.6	-0.1
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	IGFBP3	10		25.1	23.9	nan
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	ACY1	45	12.0	14.4	6.86	-0.297
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	NUBP2	24	5.0	13	10.3	0.309
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	ADH1C	18	6.0	11.5	11.6	11.7
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	SPSB3	20	2.0	11	5.15	-0.0233
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	CRAMP1	37		8.67	2.27	nan
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	ZNF12	16	5.0	8.79	-0.0996	-0.171
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	IGF1R	28		7.67	9.05	nan
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	PHC3	25		6.97	3.07	nan
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	BTNL2	59	12.0	2.07	6.61	0.833
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	JAK2	38	1.0	7.99	1.4	-0.0119
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	SYNE2	204	21.0	8.08	3.92	-0.788
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	SSTR5	15		8.67	0.083	nan
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	SIX6	16	4.0	6.3	6.08	-0.00134
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	MSR1	47	8.0	6.01	2.54	-0.642
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	POMC	71	32.0	5.53	1.88	-0.465
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	ZDHHC4	11	5.0	4.69	5.16	0.587
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	MC3R	20		5.04	5.46	nan
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	PAH	220	18.0	6.69	0.453	-0.826
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	PAPPA2	45		5.5	0.273	nan
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	PDE11A	63	34.0	5	5.68	4.77
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6	GCKR	110	23.0	2.63	5.14	3
INI10030790	Lipoprotein A	african_non_british_white_others_related_s_asian_white_british	6	LPA	71	17.0	340	55.3	42.4
INI10030790	Lipoprotein A	african_non_british_white_others_related_s_asian_white_british	6	SLC22A2	38	10.0	237	161	216
INI10030790	Lipoprotein A	african_non_british_white_others_related_s_asian_white_british	6	MAP3K4	38	5.0	53	12.1	-0.111
INI10030790	Lipoprotein A	african_non_british_white_others_related_s_asian_white_british	6	PLG	57	8.0	38.9	3.56	-0.0896
INI10030790	Lipoprotein A	african_non_british_white_others_related_s_asian_white_british	6	SLC22A3	31	9.0	32.4	0.29	2.35
INI10030790	Lipoprotein A	african_non_british_white_others_related_s_asian_white_british	6	IGF2R	59	4.0	25.1	11.3	-0.0298
INI10030790	Lipoprotein A	african_non_british_white_others_related_s_asian_white_british	6	SLC22A1	77	19.0	23	2.66	3.31
INI10030790	Lipoprotein A	african_non_british_white_others_related_s_asian_white_british	6	MRPL18	4		23.5	23.5	nan
INI10030790	Lipoprotein A	african_non_british_white_others_related_s_asian_white_british	6	PNLDC1	15		9.18	8.77	nan
INI10030790	Lipoprotein A	african_non_british_white_others_related_s_asian_white_british	6	MAS1	21	1.0	10	0.854	-0.0078
INI10030790	Lipoprotein A	african_non_british_white_others_related_s_asian_white_british	6	FNDC1	81	11.0	7.15	3.45	-0.126
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	RAD51AP1	28	6.0	27.4	12.3	-0.442
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	ALPL	69	13.0	32	37.1	1.14
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	HLA-DPA1	16	4.0	18.2	7.18	-0.158
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	ITPR3	52	6.0	17	9.31	-0.137
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	GALNT5	34	4.0	17.1	10.3	1.23
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	ANKH	11		14.4	10.7	nan
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	SLC34A3	73	7.0	15	6.98	3.62
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	SH2B3	5		6.97	6.97	nan
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	RAB38	18		4.43	5.26	nan
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	SLC34A1	27	8.0	5.21	6.23	-0.152
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	FBLN2	79	3.0	5.26	5.01	0.0247
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	OR2T6	29	6.0	6.77	3.85	-0.686
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	PLA2G12A	11		5	5.21	nan
INI10030810	Phosphate	african_non_british_white_others_related_s_asian_white_british	6	ENPP1	51	2.0	5.88	5.88	-0.0277
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	NR1H4	6		60.7	60.7	nan
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	DNAH2	224	36.0	50.2	5.28	-0.926
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	PLA2G12A	11		31.1	33.2	nan
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	TMEM256-PLSCR3	6		16.3	16.3	nan
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	SERPINA1	77	4.0	13.5	3.85	-0.106
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	GUCY2D	62	15.0	12.1	2.13	-0.303
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	GCKR	109	23.0	10.5	8.74	2.75
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	NEURL4	42		8.33	5.97	nan
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	HNF4A	135	37.0	10.1	3.51	-0.393
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	SPEM1	35		8.79	0.569	nan
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	FNIP1	24		6.38	5.13	nan
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	ATG4C	40	16.0	6.44	8.02	5.1
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	PCDHGB7	23	2.0	4.28	5.79	-0.071
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	TUT7	24		5.58	4.04	nan
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	SPDL1	69	13.0	5.61	3.06	-0.586
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	RBKS	19	13.0	6.33	1.27	1.71
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	TRMT61B	21	10.0	3.82	5.38	1.07
INI10030830	SHBG	african_non_british_white_others_related_s_asian_white_british	6	JMJD1C	42	3.0	5.02	-0.258	-0.0844
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	SLCO1B3	36	10.0	62.8	50.6	61.1
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	UGT1A9	26	5.0	58.5	6.14	-0.24
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	DGKD	13		46.5	6.58	nan
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	USP40	48	21.0	31.8	3.61	0.289
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	UGT1A10	10	5.0	36.7	36.8	36.7
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	SAG	32	7.0	30.6	11.3	3.95
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	HJURP	26		31.5	9.13	nan
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	SLCO1B1	33	13.0	23.8	24.5	20.6
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	TRPM8	33	14.0	18.1	5.76	-0.0855
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	UGT1A8	24	5.0	17.7	15.9	0.567
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	PIEZO1	144		17	0.462	nan
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	RHAG	62	20.0	5.5	4.36	4.37
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	SLCO1C1	21	15.0	5.21	3.81	-0.337
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	DGAT2	17	5.0	5.72	5.44	4.29
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	UGT1A4	45	8.0	6.38	2.93	1.83
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	NR1I3	13	9.0	5.41	5.67	5.21
INI10030840	Total bilirubin	african_non_british_white_others_related_s_asian_white_british	6	UGT1A3	12		4.7	5.99	nan
INI10030850	Testosterone	african_non_british_white_others_related_s_asian_white_british	6	NR1H4	6		11.6	11.6	nan
INI10030850	Testosterone	african_non_british_white_others_related_s_asian_white_british	6	SLC22A11	39	14.0	12.1	11.5	9.89
INI10030850	Testosterone	african_non_british_white_others_related_s_asian_white_british	6	POR	60	12.0	11.8	7.3	-0.29
INI10030850	Testosterone	african_non_british_white_others_related_s_asian_white_british	6	TNXB	153	16.0	8.65	2.45	-0.148
INI10030850	Testosterone	african_non_british_white_others_related_s_asian_white_british	6	PLA2G12A	11		5.15	4.92	nan
INI10030850	Testosterone	african_non_british_white_others_related_s_asian_white_british	6	LIPE	75	25.0	7.91	0.273	-0.229
INI10030850	Testosterone	african_non_british_white_others_related_s_asian_white_british	6	OR2AE1	25		3.42	5.33	nan
INI10030850	Testosterone	african_non_british_white_others_related_s_asian_white_british	6	MFSD9	17	11.0	5.09	4.15	0.851
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	FCGRT	11		123	125	nan
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	TNFRSF13B	59	13.0	75.7	58.9	3.32
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	SNX8	13		54.8	53.1	nan
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	ADAMTS4	51	10.0	12.3	0.625	-0.18
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	HSPA6	22	6.0	7.7	7.76	8.01
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	SCAF1	32	8.0	9.42	5.6	-0.401
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	TNXB	150	16.0	7.38	7.65	-0.283
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	CSPG4	88	4.0	7.19	6.73	-0.0286
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	PER3	91	21.0	7.28	2.5	0.778
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	SERPINA1	77	4.0	7.28	2.63	0.179
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	CSF1R	107	4.0	6.56	2.97	-0.121
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	GMNN	13	1.0	4.41	5.17	0.000626
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	SLC25A47	32	4.0	6.63	1.77	-0.0404
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	PPP1R18	30		4.64	5.16	nan
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	FCGR2A	12		5.15	5.19	nan
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	IRF3	16	6.0	6.67	3.81	-0.522
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	IQGAP2	31	5.0	6.04	5.96	3.25
INI10030860	Total protein	african_non_british_white_others_related_s_asian_white_british	6	STAB1	99	28.0	2.3	5.2	0.644
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	APOA5	12	12.0	44.7	47.4	47.4
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	PDE3B	17	5.0	35.3	31.2	31.6
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	PLA2G12A	11		30.2	31.4	nan
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	APOB	434	217.0	24.8	7.71	4.05
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	ANGPTL8	18	15.0	20.7	19.6	19.7
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	GCKR	110	23.0	22.4	21.6	9.91
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	LPL	38	4.0	23.5	19.5	1.84
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	ACACB	124	26.0	18.6	1.86	-0.515
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	C2orf16	29		12.7	4.51	nan
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	APOC3	8	2.0	17.7	18.2	0.13
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	DNAH1	235	24.0	11.3	2.33	0.282
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	LIPC	64	11.0	11.2	7.52	0.327
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	BTN2A2	47	5.0	10.4	10.7	-0.00599
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	INSR	250	57.0	8.19	4.61	-0.347
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	ZNF285	46	6.0	5.79	-0.333	0.577
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	SNX17	12		7.75	7.45	nan
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	CFAP65	112	29.0	5.97	3.27	-0.415
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	SIDT2	45		6.86	-0.0485	nan
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	ALAS1	15	3.0	6.14	6.78	0.0229
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	TM6SF2	54	6.0	6.22	3.12	-0.0904
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	TNXB	157	16.0	6.75	6.21	-0.0628
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	KLF1	43	23.0	5.1	3.66	4.41
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	RBKS	20	14.0	5.49	1.06	1.31
INI10030870	Triglycerides	african_non_british_white_others_related_s_asian_white_british	6	G6PC	39	11.0	3.65	5.06	3.81
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	WDR1	34		251	214	nan
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	SLC2A9	18	4.0	123	122	-0.104
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	SLC22A11	39	14.0	54.1	19.4	17.7
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	SLC22A12	43	13.0	77.7	68	28.6
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	ABCG2	97	50.0	26.4	27.9	6.12
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	ZNF518B	36		15.9	8.57	nan
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	PYGM	115	15.0	20	19.7	13.7
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	LRP2	191		13.6	3.42	nan
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	RASGRP2	22	7.0	12.7	6.77	0.00311
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	PDZK1	19	13.0	11.8	3.27	13.8
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	COL4A4	35	6.0	8.66	1.84	7.82
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	DRD5	15	9.0	7.91	7.69	7.82
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	SLC12A1	78	15.0	7.56	3.1	0.457
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	CD248	29		6.18	2.16	nan
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	NFAT5	16		6.54	5.34	nan
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	SLC25A30	8	2.0	5.28	5.46	-0.0142
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	FERMT3	23	6.0	5.05	0.339	0.0287
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	BTNL2	59	12.0	8.03	7.35	1.06
INI10030880	Urate	african_non_british_white_others_related_s_asian_white_british	6	GCKR	110	23.0	3.63	6.61	3.75
INI10030890	Vitamin D	african_non_british_white_others_related_s_asian_white_british	6	HAL	81	28.0	27.7	23.2	2.72
INI10030890	Vitamin D	african_non_british_white_others_related_s_asian_white_british	6	INSC	43	8.0	20.7	9.64	18.9
INI10030890	Vitamin D	african_non_british_white_others_related_s_asian_white_british	6	FLG	270	59.0	18.6	16.7	21.3
INI10030890	Vitamin D	african_non_british_white_others_related_s_asian_white_british	6	NPFFR2	23	19.0	7.68	5.65	5.64
INI10030890	Vitamin D	african_non_british_white_others_related_s_asian_white_british	6	MRPL9	19		8.87	3.25	nan
INI10030890	Vitamin D	african_non_british_white_others_related_s_asian_white_british	6	CALCA	12		8.18	1.38	nan
INI1011	Freq. of light DIY in last 4 weeks	african_non_british_white_others_related_s_asian_white_british	6	AL162457.1	17		4.42	5.02	nan
INI102	Pulse rate (AR)	african_non_british_white_others_related_s_asian_white_british	6	TBX5	17		38.5	37.9	nan
INI102	Pulse rate (AR)	african_non_british_white_others_related_s_asian_white_british	6	MYH7	1068	23.0	28.4	3.93	-0.34
INI102	Pulse rate (AR)	african_non_british_white_others_related_s_asian_white_british	6	MYH6	105	5.0	32.5	20.5	0.00863
INI102	Pulse rate (AR)	african_non_british_white_others_related_s_asian_white_british	6	DBH	60	5.0	7.66	6.26	2.94
INI102	Pulse rate (AR)	african_non_british_white_others_related_s_asian_white_british	6	KIF1C	33		6.9	0.352	nan
INI102	Pulse rate (AR)	african_non_british_white_others_related_s_asian_white_british	6	AKTIP	6		6.82	6.82	nan
INI102	Pulse rate (AR)	african_non_british_white_others_related_s_asian_white_british	6	FNIP1	24		5.98	2.03	nan
INI102	Pulse rate (AR)	african_non_british_white_others_related_s_asian_white_british	6	ARHGEF40	41	5.0	7.27	3.5	-0.012
INI102	Pulse rate (AR)	african_non_british_white_others_related_s_asian_white_british	6	KANK1	108		3.36	5.22	nan
INI102	Pulse rate (AR)	african_non_british_white_others_related_s_asian_white_british	6	FKBP7	12	12.0	5.26	6.05	6.05
INI102	Pulse rate (AR)	african_non_british_white_others_related_s_asian_white_british	6	TTN	1221	77.0	9.64	2.87	-0.712
INI1060	Outdoor time, winter	african_non_british_white_others_related_s_asian_white_british	6	OR1L3	35		4.92	5.48	nan
INI1319	Dried fruit intake	african_non_british_white_others_related_s_asian_white_british	6	TAS2R7	12		4.66	5.34	nan
INI1438	Bread intake	african_non_british_white_others_related_s_asian_white_british	6	OR6K6	58		6.52	7.81	nan
INI1488	Tea intake	african_non_british_white_others_related_s_asian_white_british	6	CYP1A2	31	2.0	15.4	15.8	-0.0331
INI1488	Tea intake	african_non_british_white_others_related_s_asian_white_british	6	POR	60	13.0	8.41	3.62	-0.325
INI1498	Coffee intake	african_non_british_white_others_related_s_asian_white_british	6	CYP1A2	33	4.0	24.4	24.6	-0.0635
INI1518	Hot drink temperature	african_non_british_white_others_related_s_asian_white_british	6	CYP1A2	33	4.0	7.71	8.89	-0.0522
INI1518	Hot drink temperature	african_non_british_white_others_related_s_asian_white_british	6	TTN	1225	80.0	-33.7	5.49	0.203
INI1528	Water intake	african_non_british_white_others_related_s_asian_white_british	6	CYP1A2	33	4.0	11.6	10.8	-0.0613
INI1528	Water intake	african_non_british_white_others_related_s_asian_white_british	6	OR51H1	23		6.32	2.98	nan
INI1528	Water intake	african_non_british_white_others_related_s_asian_white_british	6	OR51S1	23		5.83	1.41	nan
INI1568	Ave. weekly red wine intake	african_non_british_white_others_related_s_asian_white_british	6	ADH1C	17	6.0	4.55	4.8	5.01
INI1608	Ave. weekly fortified wine intake	african_non_british_white_others_related_s_asian_white_british	6	G2E3	6	1.0	6.09	2.71	6.37
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	ERCC4	70	7.0	66.8	56.6	-0.142
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	OCA2	121	11.0	63.2	40.9	-0.319
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	MC1R	71	13.0	60.6	56	23.7
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	GAS8	15		20.3	9.64	nan
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	FANCA	230	43.0	14.2	9.3	-0.598
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	TCF25	46	3.0	13.1	10.3	-0.0648
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	CENPBD1	17	6.0	13.8	6.15	3.89
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	SPG7	45	25.0	11.2	4.47	-0.476
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	ACSF3	29	6.0	8.14	1.94	0.186
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	SPIRE2	31	7.0	8.29	6.06	0.533
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	TYR	137	28.0	7.19	8.38	1.99
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	CDT1	35	9.0	5.88	3.17	-0.143
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	SPATA33	7	7.0	6.18	6.1	6.1
INI1737	Childhood sunburn	african_non_british_white_others_related_s_asian_white_british	6	CDK10	21	15.0	6.03	6.5	0.513
INI1873	# of full brothers	african_non_british_white_others_related_s_asian_white_british	6	SWI5	22	4.0	5.12	6.52	-0.115
INI1883	# of full sisters	african_non_british_white_others_related_s_asian_white_british	6	ZNF473	45	3.0	4.02	6.91	0.0483
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	ZFAT	39		40.2	30	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	SPSB3	20	2.0	27.7	12.1	-0.0367
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	STC2	13	5.0	23.5	7.32	0.596
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	SCMH1	20		19.8	10.8	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	ACAN	73	4.0	19.7	13.6	2.28
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	SMG7	35		13.6	5.92	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	GRAMD2A	21	6.0	12.7	11.3	3.86
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	HAPLN3	40	5.0	11.9	2.36	-0.0856
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	NPR3	17		11.5	12.3	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	DKK1	17		8.62	8.76	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	AMOTL1	19	5.0	7.6	8.51	0.322
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	FBLN7	37	5.0	6.1	3.31	-0.291
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	EXD1	23	11.0	5.65	3.29	-0.157
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	PDE3B	17	5.0	7.06	6.89	6.54
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	MC3R	20		6.61	6.78	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	CLEC3A	24		7.32	6.54	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	PHC3	25		5.26	4.14	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	ZMYM6	21		7.06	5.91	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	FBXL14	12		6.6	5.7	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	WDR6	26		5.64	4.91	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	COLGALT2	33	1.0	6.43	2.92	-0.0573
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	LRRC8A	10		5.61	5.75	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	TMEM150B	21	7.0	5.69	4.19	-0.109
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	GREB1L	10		5.47	5.33	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	FIBIN	12		6.01	4.82	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	NOX4	14	2.0	5.06	1.89	-0.014
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	PPARA	6		5.12	5.12	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	KAT7	12		4.33	5.02	nan
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	SLC13A1	16	12.0	5.16	5.93	5.85
INI20015	Sitting height	african_non_british_white_others_related_s_asian_white_british	6	TNXB	158	16.0	5.19	7.28	-0.368
INI20022	Birth weight	african_non_british_white_others_related_s_asian_white_british	6	ACVR1C	5	1.0	17.6	17.7	-0.00871
INI20022	Birth weight	african_non_british_white_others_related_s_asian_white_british	6	STC2	12	4.0	7.08	1.9	-0.312
